gene	table_s1_protein	raw_protein_group	table_s1_log2fc_5uM_39h	raw_log2_delta	table_s1_direction	raw_direction	direction_agreement	raw_bde_detected	raw_vehicle_detected	raw_rank_by_delta_desc	table_s1_rank_by_delta_desc	raw_percentile_by_delta	table_s1_percentile_by_delta
REPS1	REPS1_HUMAN	Q96D71	0.523162	0.128367	increase	increase	TRUE	3	4	370	228	0.715058	0.824710
REPS2	REPS2_HUMAN	Q8NFH8	0.226311	0.153711	increase	increase	TRUE	3	4	318	458	0.755212	0.647104
RER1	RER1_HUMAN	O15258	-0.846201	-0.033786	decrease	decrease	TRUE	3	4	699	1236	0.461004	0.046332
RHEB	RHEB_HUMAN	Q15382	-0.143634	0.098459	decrease	increase	FALSE	3	4	411	878	0.683398	0.322780
RHOA	RHOA_HUMAN	P08134;P61586	0.080734	-0.473072	increase	decrease	FALSE	3	4	1210	620	0.066409	0.522008
RHOC	RHOC_HUMAN	P08134	0.211251	-0.436891	increase	decrease	FALSE	2	1	1195	473	0.077992	0.635521
RHOG	RHOG_HUMAN	P84095	-0.412617	-0.423425	decrease	decrease	TRUE	3	4	1190	1108	0.081853	0.145174
RIC8A	RIC8A_HUMAN	Q9NPQ8	1.029123	-0.097666	increase	decrease	FALSE	3	4	842	69	0.350579	0.947490
RIPK1	RIPK1_HUMAN	Q13546	0.469666	-0.120315	increase	decrease	FALSE	3	3	887	252	0.315830	0.806178
RNF31	RNF31_HUMAN	Q96EP0	0.754178	0.226108	increase	increase	TRUE	3	4	222	134	0.829344	0.897297
RO60	RO60_HUMAN	P10155	0.754653	0.274710	increase	increase	TRUE	3	4	172	133	0.867954	0.898069
ROCK1	ROCK1_HUMAN	O75116;Q13464	-0.398788	0.592088	decrease	increase	FALSE	3	4	48	1095	0.963707	0.155212
ROCK2	ROCK2_HUMAN	O75116	-0.248772	0.219922	decrease	increase	FALSE	3	4	229	983	0.823938	0.241699
RPE	RPE_HUMAN	Q2QD12;Q96AT9	0.400395	-0.525327	increase	decrease	FALSE	3	1	1226	299	0.054054	0.769884
RPIA	RPIA_HUMAN	P49247	0.085085	0.039381	increase	increase	TRUE	3	3	525	611	0.595367	0.528958
RPN1	RPN1_HUMAN	P04843	0.097194	-0.076952	increase	decrease	FALSE	3	4	803	596	0.380695	0.540541
RPN2	RPN2_HUMAN	P04844	-0.159349	-0.261833	decrease	decrease	TRUE	3	4	1069	893	0.175290	0.311197
RRAS	RRAS_HUMAN	P10301;P62070	0.409284	0.132310	increase	increase	TRUE	3	4	365	291	0.718919	0.776062
RRAS2	RRAS2_HUMAN	P62070	0.671136	-0.143637	increase	decrease	FALSE	3	4	922	158	0.288803	0.878764
RRBP1	RRBP1_HUMAN	Q9P2E9	-0.136526	0.092654	decrease	increase	FALSE	3	4	416	865	0.679537	0.332819
RSU1	RSU1_HUMAN	Q15404	-0.060312	-0.135620	decrease	decrease	TRUE	3	4	909	776	0.298842	0.401544
RTCA	RTCA_HUMAN	O00442	0.368976	0.096594	increase	increase	TRUE	3	4	412	327	0.682625	0.748263
RTCB	RTCB_HUMAN	Q9Y3I0	-0.043140	0.116977	decrease	increase	FALSE	3	4	384	757	0.704247	0.416216
RTN2	RTN2_HUMAN	O75298	0.432921	0.057210	increase	increase	TRUE	3	3	486	275	0.625483	0.788417
RTN4	RTN4_HUMAN	Q9NQC3	-0.337838	-0.625025	decrease	decrease	TRUE	3	4	1252	1046	0.033977	0.193050
RUFY1	RUFY1_HUMAN	Q96T51	-0.188227	-0.058996	decrease	decrease	TRUE	3	4	763	923	0.411583	0.288031
S100P	S100P_HUMAN	P25815	-0.618675	-0.314419	decrease	decrease	TRUE	3	4	1118	1197	0.137452	0.076448
SAE1	SAE1_HUMAN	Q9UBE0	0.212955	-0.154170	increase	decrease	FALSE	3	4	941	468	0.274131	0.639382
SAR1A	SAR1A_HUMAN	Q9NR31;Q9Y6B6	0.639822	0.337173	increase	increase	TRUE	3	4	122	171	0.906564	0.868726
SAR1B	SAR1B_HUMAN	Q9Y6B6	0.766232	-0.338972	increase	decrease	FALSE	2	2	1141	127	0.119691	0.902703
SARNP	SARNP_HUMAN	P82979	-0.126423	0.028672	decrease	increase	FALSE	3	4	554	851	0.572973	0.343629
SART3	SART3_HUMAN	Q15020	-0.141407	0.110649	decrease	increase	FALSE	3	4	394	874	0.696525	0.325869
SBDS	SBDS_HUMAN	Q9Y3A5	-0.146574	0.107264	decrease	increase	FALSE	3	4	401	884	0.691120	0.318147
SCFD1	SCFD1_HUMAN	Q8WVM8	0.096553	0.101565	increase	increase	TRUE	3	4	407	598	0.686486	0.538996
SCFD2	SCFD2_HUMAN	Q8WU76	0.400569	-0.486307	increase	decrease	FALSE	3	3	1213	298	0.064093	0.770656
SCO1	SCO1_HUMAN	O75880	0.869578	0.430893	increase	increase	TRUE	3	3	87	104	0.933591	0.920463
SCRIB	SCRIB_HUMAN	Q14160	1.159768	0.008124	increase	increase	TRUE	3	4	596	47	0.540541	0.964479
SCYL1	SCYL1_HUMAN	Q96KG9	-0.073048	0.062751	decrease	increase	FALSE	3	4	474	792	0.634749	0.389189
SCYL2	SCYL2_HUMAN	Q6P3W7	0.738185	-0.166581	increase	decrease	FALSE	3	4	967	142	0.254054	0.891120
SDHA	SDHA_HUMAN	P31040	-0.201963	0.137997	decrease	increase	FALSE	3	4	354	939	0.727413	0.275676
SDHB	SDHB_HUMAN	P21912	0.188501	0.054352	increase	increase	TRUE	3	4	492	491	0.620849	0.621622
SDSL	SDSL_HUMAN	Q96GA7	0.218902	0.457239	increase	increase	TRUE	2	4	74	461	0.943629	0.644788
SEC13	SEC13_HUMAN	P55735	0.175463	0.467193	increase	increase	TRUE	3	4	69	502	0.947490	0.613127
SEC62	SEC62_HUMAN	Q99442	0.106960	0.047227	increase	increase	TRUE	3	4	507	585	0.609266	0.549035
SEC63	SEC63_HUMAN	Q9UGP8	-0.001419	0.052865	decrease	increase	FALSE	3	4	496	701	0.617761	0.459459
SET	SET_HUMAN	Q01105	-0.819547	-0.060698	decrease	decrease	TRUE	3	4	766	1231	0.409266	0.050193
SETD3	SETD3_HUMAN	Q86TU7	0.241664	-0.219108	increase	decrease	FALSE	3	4	1029	440	0.206178	0.661004
SF3A1	SF3A1_HUMAN	Q15459	-0.403241	0.031400	decrease	increase	FALSE	3	4	545	1098	0.579923	0.152896
SF3A2	SF3A2_HUMAN	Q15428	0.147637	0.255350	increase	increase	TRUE	3	4	188	537	0.855598	0.586100
SF3A3	SF3A3_HUMAN	Q12874	0.051311	-0.183589	increase	decrease	FALSE	3	4	991	648	0.235521	0.500386
SF3B1	SF3B1_HUMAN	O75533	0.009054	-0.056013	increase	decrease	FALSE	3	4	753	691	0.419305	0.467181
SF3B2	SF3B2_HUMAN	Q13435	-0.086354	-0.149115	decrease	decrease	TRUE	3	4	932	805	0.281081	0.379151
SF3B3	SF3B3_HUMAN	Q15393	-0.431616	0.032772	decrease	increase	FALSE	3	4	539	1117	0.584556	0.138224
SF3B4	SF3B4_HUMAN	Q15427	0.153238	0.082706	increase	increase	TRUE	3	4	433	533	0.666409	0.589189
SF3B6	SF3B6_HUMAN	Q9Y3B4	0.045321	-0.146647	increase	decrease	FALSE	3	4	929	652	0.283398	0.497297
SFPQ	SFPQ_HUMAN	P23246	0.165111	0.036621	increase	increase	TRUE	3	4	533	514	0.589189	0.603861
SFXN1	SFXN1_HUMAN	Q9H9B4	0.277301	0.110717	increase	increase	TRUE	3	4	393	411	0.697297	0.683398
SFXN3	SFXN3_HUMAN	Q9BWM7	-0.146000	0.063817	decrease	increase	FALSE	3	4	468	882	0.639382	0.319691
SGPL1	SGPL1_HUMAN	O95470	1.857660	-0.214590	increase	decrease	FALSE	3	4	1025	15	0.209266	0.989189
SGTA	SGTA_HUMAN	O43765	-0.706622	-0.108227	decrease	decrease	TRUE	3	4	863	1212	0.334363	0.064865
SHOC2	SHOC2_HUMAN	Q9UQ13	-0.900980	0.356020	decrease	increase	FALSE	3	4	112	1246	0.914286	0.038610
SIL1	SIL1_HUMAN	Q9H173	-0.256354	-0.287945	decrease	decrease	TRUE	3	4	1099	988	0.152124	0.237838
SIN3A	SIN3A_HUMAN	Q96ST3	-0.718873	-0.945276	decrease	decrease	TRUE	2	1	1288	1216	0.006178	0.061776
SKP1	SKP1_HUMAN	P63208	0.210254	-0.828761	increase	decrease	FALSE	3	4	1280	476	0.012355	0.633205
SLFN5	SLFN5_HUMAN	Q08AF3	2.218832	0.474259	increase	increase	TRUE	3	1	68	9	0.948263	0.993822
SLIRP	SLIRP_HUMAN	Q9GZT3	0.550198	-0.279893	increase	decrease	FALSE	3	4	1089	215	0.159846	0.834749
SLK	SLK_HUMAN	Q9H2G2	-0.441861	0.542747	decrease	increase	FALSE	3	4	55	1122	0.958301	0.134363
SMAD3	SMAD3_HUMAN	P84022	0.945673	-0.003815	increase	decrease	FALSE	3	2	623	83	0.519691	0.936680
SMC1A	SMC1A_HUMAN	Q14683	0.405540	-0.025805	increase	decrease	FALSE	3	4	676	294	0.478764	0.773745
SMC3	SMC3_HUMAN	Q9UQE7	-0.259612	-0.085204	decrease	decrease	TRUE	3	4	819	992	0.368340	0.234749
SMG9	SMG9_HUMAN	Q9H0W8	-0.221352	-0.332230	decrease	decrease	TRUE	3	1	1135	961	0.124324	0.258687
SMIM7	SMIM7_HUMAN	Q9BQ49	0.278161	-0.019337	increase	decrease	FALSE	1	2	654	409	0.495753	0.684942
SMU1	SMU1_HUMAN	Q2TAY7	0.390726	0.084949	increase	increase	TRUE	3	4	431	309	0.667954	0.762162
SMYD5	SMYD5_HUMAN	Q6GMV2	0.566111	-0.248971	increase	decrease	FALSE	2	3	1056	201	0.185328	0.845560
SND1	SND1_HUMAN	Q7KZF4	-0.139003	-0.051051	decrease	decrease	TRUE	3	4	739	869	0.430116	0.329730
SNF8	SNF8_HUMAN	Q96H20	0.749659	-0.031140	increase	decrease	FALSE	3	4	689	137	0.468726	0.894981
SNRPA	SNRPA_HUMAN	P09012	0.283883	-0.270412	increase	decrease	FALSE	3	4	1078	404	0.168340	0.688803
SNTB2	SNTB2_HUMAN	Q13425	0.759086	-0.266947	increase	decrease	FALSE	3	2	1076	131	0.169884	0.899614
SNW1	SNW1_HUMAN	Q13573	-0.343185	0.229163	decrease	increase	FALSE	3	4	220	1049	0.830888	0.190734
SNX1	SNX1_HUMAN	O60749;Q13596	-0.439616	-0.609346	decrease	decrease	TRUE	3	4	1248	1120	0.037066	0.135907
SNX12	SNX12_HUMAN	Q9UMY4	-0.242565	-0.252547	decrease	decrease	TRUE	3	4	1063	978	0.179923	0.245560
SNX17	SNX17_HUMAN	Q15036	2.048821	0.108718	increase	increase	TRUE	2	3	396	12	0.694981	0.991506
SNX2	SNX2_HUMAN	O60749	-0.170099	-0.029456	decrease	decrease	TRUE	3	4	683	904	0.473359	0.302703
SNX27	SNX27_HUMAN	Q96L92	0.958320	0.247361	increase	increase	TRUE	3	4	197	79	0.848649	0.939768
SNX3	SNX3_HUMAN	O60493	0.039630	-0.098021	increase	decrease	FALSE	3	4	844	659	0.349035	0.491892
SNX4	SNX4_HUMAN	O95219	1.345692	0.373145	increase	increase	TRUE	3	4	106	32	0.918919	0.976062
SNX5	SNX5_HUMAN	Q9Y5X3	-0.501998	-0.021096	decrease	decrease	TRUE	3	4	666	1150	0.486486	0.112741
SNX6	SNX6_HUMAN	Q9UNH7	0.013179	-0.073921	increase	decrease	FALSE	3	4	795	687	0.386873	0.470270
SNX9	SNX9_HUMAN	Q9Y5X1	0.623322	-0.000359	increase	decrease	FALSE	3	4	612	180	0.528185	0.861776
SOAT1	SOAT1_HUMAN	P35610	1.186115	0.438828	increase	increase	TRUE	3	4	83	46	0.936680	0.965251
SON	SON_HUMAN	P18583	-0.499834	0.039680	decrease	increase	FALSE	3	4	524	1147	0.596139	0.115058
SP3	SP3_HUMAN	Q02447	0.081020	-0.370871	increase	decrease	FALSE	1	1	1163	618	0.102703	0.523552
SPCS1	SPCS1_HUMAN	Q9Y6A9	-0.013520	-0.407651	decrease	decrease	TRUE	3	4	1182	721	0.088031	0.444015
SPCS2	SPCS2_HUMAN	Q15005	0.064256	-0.107879	increase	decrease	FALSE	3	4	862	635	0.335135	0.510425
SPCS3	SPCS3_HUMAN	P61009	-0.163417	-0.159032	decrease	decrease	TRUE	3	4	953	897	0.264865	0.308108
SQOR	SQOR_HUMAN	Q9Y6N5	0.507949	-0.338878	increase	decrease	FALSE	3	4	1140	237	0.120463	0.817761
SRC	SRC_HUMAN	P07947;P12931	-0.360076	-0.011695	decrease	decrease	TRUE	3	4	638	1057	0.508108	0.184556
SRP14	SRP14_HUMAN	P37108	0.094715	0.013917	increase	increase	TRUE	3	4	585	601	0.549035	0.536680
SRP19	SRP19_HUMAN	P09132	0.153269	0.260569	increase	increase	TRUE	3	4	183	532	0.859459	0.589961
SRP54	SRP54_HUMAN	P61011	-0.092948	0.241139	decrease	increase	FALSE	3	4	206	813	0.841699	0.372973
SRP68	SRP68_HUMAN	Q9UHB9	-0.297643	-0.281450	decrease	decrease	TRUE	3	4	1090	1021	0.159073	0.212355
SRP72	SRP72_HUMAN	O76094	-0.292791	-0.057899	decrease	decrease	TRUE	3	4	758	1017	0.415444	0.215444
SRPRA	SRPRA_HUMAN	P08240	1.707655	0.029327	increase	increase	TRUE	3	4	550	19	0.576062	0.986100
SRPRB	SRPRB_HUMAN	Q9Y5M8	-0.389724	-0.025615	decrease	decrease	TRUE	3	4	675	1083	0.479537	0.164479
SRRM1	SRRM1_HUMAN	Q8IYB3	0.972475	0.271535	increase	increase	TRUE	3	4	174	77	0.866409	0.941313
SRRM2	SRRM2_HUMAN	Q9UQ35	-0.404685	0.115428	decrease	increase	FALSE	3	4	387	1101	0.701931	0.150579
SRRT	SRRT_HUMAN	Q9BXP5	-0.165674	0.053273	decrease	increase	FALSE	3	4	493	902	0.620077	0.304247
SRSF1	SRSF1_HUMAN	Q07955	-0.185963	0.137730	decrease	increase	FALSE	3	4	357	921	0.725097	0.289575
SRSF3	SRSF3_HUMAN	P84103;Q16629	0.566675	-0.649355	increase	decrease	FALSE	3	4	1260	200	0.027799	0.846332
SRSF4	SRSF4_HUMAN	Q08170;Q13243;Q13247	0.087869	0.022920	increase	increase	TRUE	3	4	568	609	0.562162	0.530502
SRSF6	SRSF6_HUMAN	Q13247	-0.282559	0.331415	decrease	increase	FALSE	3	4	126	1011	0.903475	0.220077
SRSF7	SRSF7_HUMAN	Q16629	-0.189549	0.170790	decrease	increase	FALSE	3	4	289	928	0.777606	0.284170
SRSF9	SRSF9_HUMAN	Q13242	-0.189240	0.223343	decrease	increase	FALSE	3	4	226	925	0.826255	0.286486
SSH3	SSH3_HUMAN	Q8TE77	-0.027716	0.045487	decrease	increase	FALSE	3	4	513	741	0.604633	0.428571
SSRP1	SSRP1_HUMAN	Q08945	-1.207768	-0.092486	decrease	decrease	TRUE	3	4	836	1271	0.355212	0.019305
STAB2	STAB2_HUMAN	Q8WWQ8	0.242352	0.187046	increase	increase	TRUE	3	3	263	438	0.797683	0.662548
STAT1	STAT1_HUMAN	P42224	-0.109021	-0.317433	decrease	decrease	TRUE	3	4	1120	829	0.135907	0.360618
STAT2	STAT2_HUMAN	P52630	-0.148494	-0.263684	decrease	decrease	TRUE	3	4	1070	887	0.174517	0.315830
STAT3	STAT3_HUMAN	P40763	-0.242546	-0.090006	decrease	decrease	TRUE	3	4	825	977	0.363707	0.246332
STAT6	STAT6_HUMAN	P42226	1.364498	-0.356373	increase	decrease	FALSE	3	3	1157	31	0.107336	0.976834
STAU1	STAU1_HUMAN	O95793	0.538121	-0.594372	increase	decrease	FALSE	3	4	1245	220	0.039382	0.830888
STBD1	STBD1_HUMAN	O95210	-0.389470	-0.301689	decrease	decrease	TRUE	3	4	1111	1081	0.142857	0.166023
STIM1	STIM1_HUMAN	Q13586	-0.215436	0.045306	decrease	increase	FALSE	3	4	515	955	0.603089	0.263320
STIP1	STIP1_HUMAN	P31948	0.073976	0.000990	increase	increase	TRUE	3	4	608	625	0.531274	0.518147
STK10	STK10_HUMAN	O94804	0.119363	0.075642	increase	increase	TRUE	3	4	443	574	0.658687	0.557529
STK26	STK26_HUMAN	Q9P289	0.287976	-0.201257	increase	decrease	FALSE	3	4	1011	400	0.220077	0.691892
STK3	STK3_HUMAN	Q13188	0.211956	-0.093233	increase	decrease	FALSE	3	4	837	471	0.354440	0.637066
STK4	STK4_HUMAN	Q13043	-0.025946	0.027061	decrease	increase	FALSE	2	4	559	736	0.569112	0.432432
STMN1	STMN1_HUMAN	P16949;Q93045	0.388057	-0.157062	increase	decrease	FALSE	3	4	946	313	0.270270	0.759073
STOM	STOM_HUMAN	P27105	-0.119466	-0.282343	decrease	decrease	TRUE	3	4	1093	841	0.156757	0.351351
STRAP	STRAP_HUMAN	Q9Y3F4	-0.791659	0.154430	decrease	increase	FALSE	3	4	312	1228	0.759846	0.052510
STRN	STRN_HUMAN	O43815	0.911297	-0.303133	increase	decrease	FALSE	3	4	1112	92	0.142085	0.929730
STRN3	STRN3_HUMAN	Q13033	-0.362767	-0.212103	decrease	decrease	TRUE	3	4	1023	1058	0.210811	0.183784
STS	STS_HUMAN	P08842	-0.090179	-0.234390	decrease	decrease	TRUE	3	4	1041	808	0.196911	0.376834
STT3A	STT3A_HUMAN	P46977	-0.246313	-0.308472	decrease	decrease	TRUE	3	4	1114	981	0.140541	0.243243
STT3B	STT3B_HUMAN	Q8TCJ2	0.180991	0.156745	increase	increase	TRUE	3	4	306	498	0.764479	0.616216
STX12	STX12_HUMAN	Q86Y82	0.022751	-0.104080	increase	decrease	FALSE	3	4	855	677	0.340541	0.477992
STX18	STX18_HUMAN	Q9P2W9	0.129406	-0.150475	increase	decrease	FALSE	3	3	934	560	0.279537	0.568340
STX3	STX3_HUMAN	Q13277	0.117743	0.063743	increase	increase	TRUE	3	2	469	575	0.638610	0.556757
STX4	STX4_HUMAN	Q12846	-0.408680	0.154414	decrease	increase	FALSE	3	4	313	1104	0.759073	0.148263
STX5	STX5_HUMAN	Q13190	-0.385511	-0.205478	decrease	decrease	TRUE	3	4	1016	1080	0.216216	0.166795
STX7	STX7_HUMAN	O15400	0.088289	-0.033064	increase	decrease	FALSE	3	4	695	608	0.464093	0.531274
SUMF2	SUMF2_HUMAN	Q8NBJ7	-0.208180	-0.051276	decrease	decrease	TRUE	3	4	741	946	0.428571	0.270270
SUMO2	SUMO2_HUMAN	P61956	-0.106705	0.282439	decrease	increase	FALSE	3	3	161	824	0.876448	0.364479
SUN1	SUN1_HUMAN	O94901	1.283756	0.119330	increase	increase	TRUE	3	4	382	37	0.705792	0.972201
SUN2	SUN2_HUMAN	Q9UH99	0.931785	0.250983	increase	increase	TRUE	3	4	193	88	0.851737	0.932819
SURF4	SURF4_HUMAN	O15260	-0.195839	0.068693	decrease	increase	FALSE	3	4	454	937	0.650193	0.277220
SVIL	SVIL_HUMAN	O95425	0.782701	-0.048575	increase	decrease	FALSE	3	4	731	125	0.436293	0.904247
SYAP1	SYAP1_HUMAN	Q96A49	-1.104600	0.202376	decrease	increase	FALSE	2	4	246	1262	0.810811	0.026255
SYDE1	SYDE1_HUMAN	Q6ZW31	1.005958	-0.466696	increase	decrease	FALSE	3	2	1206	72	0.069498	0.945174
SYMPK	SYMPK_HUMAN	Q92797	-0.503670	-0.215038	decrease	decrease	TRUE	3	4	1026	1151	0.208494	0.111969
SYNE1	SYNE1_HUMAN	Q8NF91	0.789852	0.132795	increase	increase	TRUE	3	4	364	123	0.719691	0.905792
SYNE2	SYNE2_HUMAN	Q8WXH0	0.590560	-0.221554	increase	decrease	FALSE	3	4	1032	188	0.203861	0.855598
SYNE3	SYNE3_HUMAN	Q6ZMZ3	0.905845	0.340314	increase	increase	TRUE	3	4	119	94	0.908880	0.928185
SYPL1	SYPL1_HUMAN	Q16563	0.055715	-0.515804	increase	decrease	FALSE	3	4	1222	641	0.057143	0.505792
SYVN1	SYVN1_HUMAN	Q86TM6	-0.291825	-0.058968	decrease	decrease	TRUE	2	4	762	1015	0.412355	0.216988
SZRD1	SZRD1_HUMAN	Q7Z422	-2.451281	-0.250708	decrease	decrease	TRUE	1	1	1061	1294	0.181467	0.001544
TACC1	TACC1_HUMAN	O75410;O95359	0.045181	0.062995	increase	increase	TRUE	1	1	473	653	0.635521	0.496525
TACC2	TACC2_HUMAN	O95359	-0.652695	-0.276298	decrease	decrease	TRUE	2	3	1085	1204	0.162934	0.071042
TANK	TANK_HUMAN	Q92844	-0.221476	-0.318661	decrease	decrease	TRUE	2	2	1122	962	0.134363	0.257915
TAOK3	TAOK3_HUMAN	Q9H2K8	0.009144	0.590776	increase	increase	TRUE	2	4	49	690	0.962934	0.467954
TAP1	TAP1_HUMAN	Q03518	-0.023591	0.024167	decrease	increase	FALSE	3	4	566	732	0.563707	0.435521
TAP2	TAP2_HUMAN	Q03519	0.207171	0.069141	increase	increase	TRUE	3	4	453	479	0.650965	0.630888
TBCA	TBCA_HUMAN	O75347	-0.337015	-0.198763	decrease	decrease	TRUE	3	4	1010	1045	0.220849	0.193822
TBCB	TBCB_HUMAN	Q99426	-0.100402	0.168414	decrease	increase	FALSE	3	4	291	818	0.776062	0.369112
TBCD	TBCD_HUMAN	Q9BTW9	-0.351854	-0.247472	decrease	decrease	TRUE	3	3	1052	1052	0.188417	0.188417
TBK1	TBK1_HUMAN	Q9UHD2	1.125232	0.260719	increase	increase	TRUE	3	4	182	51	0.860232	0.961390
TBL2	TBL2_HUMAN	Q9Y4P3	-0.267352	0.053128	decrease	increase	FALSE	3	4	494	999	0.619305	0.229344
TCAF1	TCAF1_HUMAN	Q9Y4C2	0.639425	0.279713	increase	increase	TRUE	3	2	164	172	0.874131	0.867954
TCAF2	TCAF2_HUMAN	A6NFQ2	0.790724	0.340772	increase	increase	TRUE	3	4	118	122	0.909653	0.906564
TDRP	TDRP_HUMAN	Q86YL5	-0.513441	0.665582	decrease	increase	FALSE	2	4	38	1154	0.971429	0.109653
TEAD3	TEAD3_HUMAN	Q99594	-0.442546	0.324438	decrease	increase	FALSE	1	2	133	1123	0.898069	0.133591
TECR	TECR_HUMAN	Q9NZ01	-0.370597	0.141796	decrease	increase	FALSE	3	4	345	1068	0.734363	0.176062
TES	TES_HUMAN	Q9UGI8	0.126187	-0.018833	increase	decrease	FALSE	3	4	652	563	0.497297	0.566023
TEX10	TEX10_HUMAN	Q9NXF1	0.636336	0.038889	increase	increase	TRUE	3	3	527	174	0.593822	0.866409
TFAM	TFAM_HUMAN	Q00059	0.508072	0.709688	increase	increase	TRUE	3	4	36	236	0.972973	0.818533
TFG	TFG_HUMAN	Q92734	-0.336205	-0.116687	decrease	decrease	TRUE	3	4	876	1042	0.324324	0.196139
TGM2	TGM2_HUMAN	P21980	0.099390	0.154124	increase	increase	TRUE	3	4	314	594	0.758301	0.542085
THEM6	THEM6_HUMAN	Q8WUY1	-0.066279	0.310647	decrease	increase	FALSE	3	4	142	783	0.891120	0.396139
THOP1	THOP1_HUMAN	P52888	-0.280929	-0.182466	decrease	decrease	TRUE	3	4	988	1009	0.237838	0.221622
TIA1	TIA1_HUMAN	P31483;Q01085	-0.085020	0.141895	decrease	increase	FALSE	3	4	344	804	0.735135	0.379923
TIGAR	TIGAR_HUMAN	Q9NQ88	1.242694	-0.286754	increase	decrease	FALSE	3	4	1098	40	0.152896	0.969884
TIMP2	TIMP2_HUMAN	P16035	-0.757464	-0.203023	decrease	decrease	TRUE	3	4	1015	1222	0.216988	0.057143
TIMP3	TIMP3_HUMAN	P35625	0.247655	0.370577	increase	increase	TRUE	3	4	107	433	0.918147	0.666409
TIPRL	TIPRL_HUMAN	O75663	-0.308185	0.159283	decrease	increase	FALSE	3	3	301	1027	0.768340	0.207722
TKFC	TKFC_HUMAN	Q3LXA3	-0.226348	-0.073582	decrease	decrease	TRUE	3	4	794	965	0.387645	0.255598
TKT	TKT_HUMAN	P29401	-0.078627	-0.211565	decrease	decrease	TRUE	3	4	1022	796	0.211583	0.386100
TLE3	TLE3_HUMAN	Q04726	-0.928742	-0.217679	decrease	decrease	TRUE	3	4	1027	1248	0.207722	0.037066
TLN1	TLN1_HUMAN	Q9Y490	-0.005052	0.057893	decrease	increase	FALSE	3	4	485	707	0.626255	0.454826
TMCO1	TMCO1_HUMAN	Q9UM00	-0.139159	-0.324294	decrease	decrease	TRUE	2	3	1128	871	0.129730	0.328185
TMED1	TMED1_HUMAN	Q13445	0.514133	0.301829	increase	increase	TRUE	3	4	151	234	0.884170	0.820077
TMED2	TMED2_HUMAN	Q15363	0.254934	0.134918	increase	increase	TRUE	3	4	362	429	0.721236	0.669498
TMED3	TMED3_HUMAN	Q9Y3Q3	0.558746	0.722549	increase	increase	TRUE	3	4	35	207	0.973745	0.840927
TMED4	TMED4_HUMAN	Q7Z7H5	-0.591930	-0.299737	decrease	decrease	TRUE	3	4	1109	1186	0.144402	0.084942
TMED5	TMED5_HUMAN	Q9Y3A6	-0.606630	-0.350678	decrease	decrease	TRUE	2	4	1151	1194	0.111969	0.078764
TMED7	TMED7_HUMAN	Q9Y3B3	0.139382	0.250625	increase	increase	TRUE	3	4	194	546	0.850965	0.579151
TMED9	TMED9_HUMAN	Q9BVK6	0.428320	-0.330479	increase	decrease	FALSE	3	4	1132	279	0.126641	0.785328
TMF1	TMF1_HUMAN	P82094	3.471870	-0.572538	increase	decrease	FALSE	2	4	1240	1	0.043243	1.000000
TMOD3	TMOD3_HUMAN	Q9NYL9	0.350359	0.148694	increase	increase	TRUE	3	4	328	346	0.747490	0.733591
TMTC3	TMTC3_HUMAN	Q6ZXV5	0.329678	-0.294793	increase	decrease	FALSE	3	4	1103	370	0.149035	0.715058
TMUB1	TMUB1_HUMAN	Q9BVT8	-0.190077	-0.180145	decrease	decrease	TRUE	3	4	985	929	0.240154	0.283398
TMUB2	TMUB2_HUMAN	Q71RG4	1.343781	-2.851205	increase	decrease	FALSE	1	3	1296	33	0.000000	0.975290
TMX1	TMX1_HUMAN	Q9H3N1	0.179063	-0.168998	increase	decrease	FALSE	3	4	971	500	0.250965	0.614672
TNPO1	TNPO1_HUMAN	Q92973	-0.276386	-0.194708	decrease	decrease	TRUE	3	4	1005	1003	0.224710	0.226255
TNPO2	TNPO2_HUMAN	O14787	0.949666	-0.028823	increase	decrease	FALSE	2	4	681	80	0.474903	0.938996
TNPO3	TNPO3_HUMAN	Q9Y5L0	-1.008711	-0.532530	decrease	decrease	TRUE	2	4	1229	1253	0.051737	0.033205
TOM1	TOM1_HUMAN	O60784	0.274189	0.029259	increase	increase	TRUE	3	4	551	414	0.575290	0.681081
TOP1	TOP1_HUMAN	P11387	-0.100831	0.032099	decrease	increase	FALSE	3	4	543	819	0.581467	0.368340
TOP2B	TOP2B_HUMAN	Q02880	0.798791	0.292821	increase	increase	TRUE	3	4	158	119	0.878764	0.908880
TOR1A	TOR1A_HUMAN	O14656	1.149372	0.189463	increase	increase	TRUE	3	4	258	49	0.801544	0.962934
TPBG	TPBG_HUMAN	Q13641	0.915747	0.480810	increase	increase	TRUE	3	4	67	91	0.949035	0.930502
TPD52	TPD52_HUMAN	P55327	0.818219	-0.480609	increase	decrease	FALSE	3	4	1212	113	0.064865	0.913514
TPM1	TPM1_HUMAN	P06753;P07951;P09493;P67936	-0.267315	-0.161891	decrease	decrease	TRUE	3	4	956	998	0.262548	0.230116
TPM2	TPM2_HUMAN	P07951;P67936	-1.287217	-0.775250	decrease	decrease	TRUE	3	4	1276	1276	0.015444	0.015444
TPM3	TPM3_HUMAN	P06753	-0.743431	-0.625801	decrease	decrease	TRUE	3	4	1254	1220	0.032432	0.058687
